transaction_id,contract_id,counterparty_id,transaction_type,accounting_period,transaction_date,currency,original_amount,exchange_rate,converted_amount_usd,processing_timestamp
TX008605,CTR0118,CP007,PREMIUM,2025-11,2025-11-20,EUR,2386.1,1.1,2624.71,2025-11-20 18:59:00
TX008606,CTR0001,CP005,PREMIUM,2025-04,2025-04-20,USD,6567.13,1.0,6567.13,2025-04-22 17:46:00
TX008607,CTR0237,CP034,CLAIM,2025-04,2025-04-06,GBP,30163.02,1.27,38307.04,2025-04-09 00:37:00
TX008608,CTR0338,CP016,CLAIM,2025-05,2025-05-30,EUR,3865.61,1.1,4252.17,2025-05-30 08:33:00
TX008609,CTR0173,CP039,PREMIUM,2025-02,2025-02-19,GBP,6169.16,1.27,7834.83,2025-02-21 10:18:00
TX008610,CTR0126,CP029,COMMISSION,2025-03,2025-03-25,USD,717.05,1.0,717.05,2025-03-27 04:36:00
TX008611,CTR0078,CP012,PREMIUM,2025-10,2025-10-17,GBP,15372.1,1.27,19522.57,2025-10-20 00:19:00
TX008612,CTR0374,CP019,PREMIUM,2025-11,2025-11-21,BRL,8865.61,0.2,1773.12,2025-11-21 09:27:00
TX008613,CTR0431,CP005,CLAIM,2025-11,2025-11-09,BRL,10314.27,0.2,2062.85,2025-11-09 19:41:00
TX008614,CTR0385,CP002,COMMISSION,2025-01,2025-01-10,EUR,522.79,1.1,575.07,2025-01-12 20:33:00
TX008615,CTR0260,CP030,PREMIUM,2025-08,2025-08-04,USD,15650.0,1.0,15650.0,2025-08-05 16:37:00
TX008616,CTR0363,CP012,CLAIM,2025-06,2025-06-26,EUR,26991.29,1.1,29690.42,2025-06-28 14:17:00
TX008617,CTR0199,CP017,CLAIM,2025-11,2025-11-02,BRL,20557.42,0.2,4111.48,2025-11-03 12:41:00
TX008618,CTR0013,CP037,CLAIM,2025-12,2025-12-13,EUR,432414.66,1.1,475656.13,2025-12-14 02:44:00
TX008619,CTR0184,CP035,CLAIM,2025-05,2025-05-03,EUR,26171.72,1.1,28788.89,2025-05-04 03:53:00
TX008620,CTR0352,CP003,COMMISSION,2025-12,2025-12-27,EUR,2882.3,1.1,3170.53,2025-12-29 08:45:00
TX008621,CTR0324,CP046,PREMIUM,2025-04,2025-04-26,GBP,9002.42,1.27,11433.07,2025-04-28 22:32:00
TX008622,CTR0496,CP021,CLAIM,2025-04,2025-04-29,USD,17076.14,1.0,17076.14,2025-04-29 05:51:00
TX008623,CTR0499,CP047,PREMIUM,2025-07,2025-07-23,GBP,5065.14,1.27,6432.73,2025-07-23 22:47:00
TX008624,CTR0122,CP034,CLAIM,2025-08,2025-08-19,EUR,9520.13,1.1,10472.14,2025-08-20 23:47:00
TX008625,CTR0005,CP022,COMMISSION,2025-12,2025-12-14,GBP,4313.09,1.27,5477.62,2025-12-15 05:34:00
TX008626,CTR0138,CP002,COMMISSION,2025-10,2025-10-21,BRL,2348.55,0.2,469.71,2025-10-23 18:13:00
TX008627,CTR0439,CP005,CLAIM,2025-11,2025-11-23,EUR,7426.48,1.1,8169.13,2025-11-23 02:13:00
TX008628,CTR0407,CP022,PREMIUM,2025-03,2025-03-25,USD,4136.73,1.0,4136.73,2025-03-25 01:16:00
TX008629,CTR0050,CP039,COMMISSION,2025-12,2025-12-20,BRL,886.74,0.2,177.35,2025-12-21 00:57:00
TX008630,CTR0081,CP048,PREMIUM,2025-07,2025-07-22,GBP,15341.34,1.27,19483.5,2025-07-23 03:04:00
TX008631,CTR0282,CP025,PREMIUM,2025-10,2025-10-19,GBP,3615.9,1.27,4592.19,2025-10-21 01:18:00
TX008632,CTR0331,CP028,COMMISSION,2025-12,2025-12-20,GBP,764.37,1.27,970.75,2025-12-20 16:37:00
TX008633,CTR0492,CP044,COMMISSION,2025-06,2025-06-13,GBP,1342.42,1.27,1704.87,2025-06-14 20:07:00
TX008634,CTR0378,CP038,CLAIM,2025-11,2025-11-23,USD,14325.61,1.0,14325.61,2025-11-24 11:40:00
TX008635,CTR0106,CP040,PREMIUM,2025-02,2025-02-05,BRL,7151.05,0.2,1430.21,2025-02-05 15:33:00
TX008636,CTR0019,CP042,COMMISSION,2025-11,2025-11-20,USD,5260.06,1.0,5260.06,2025-11-22 09:30:00
TX008637,CTR0317,CP037,COMMISSION,2025-12,2025-12-06,EUR,1636.14,1.1,1799.75,2025-12-06 14:22:00
TX008638,CTR0277,CP024,COMMISSION,2025-08,2025-08-11,GBP,4359.94,1.27,5537.12,2025-08-12 03:24:00
TX008639,CTR0461,CP037,COMMISSION,2025-07,2025-07-23,GBP,640.69,1.27,813.68,2025-07-25 23:12:00
TX008640,CTR0288,CP029,CLAIM,2025-08,2025-08-16,GBP,24456.76,1.27,31060.09,2025-08-17 01:55:00
TX008641,CTR0251,CP009,CLAIM,2025-10,2025-10-10,BRL,2740.28,0.2,548.06,2025-10-10 18:41:00
TX008642,CTR0152,CP015,CLAIM,2025-03,2025-03-26,BRL,8810.64,0.2,1762.13,2025-03-27 10:54:00
TX008643,CTR0044,CP018,CLAIM,2025-06,2025-06-12,EUR,4122.21,1.1,4534.43,2025-06-12 20:06:00
TX008644,CTR0439,CP005,CLAIM,2025-10,2025-10-23,GBP,4714.67,1.27,5987.63,2025-10-23 18:28:00
TX008645,CTR0414,CP007,COMMISSION,2025-10,2025-10-08,GBP,3185.98,1.27,4046.19,2025-10-08 21:24:00
TX008646,CTR0082,CP022,PREMIUM,2025-10,2025-10-08,USD,3132.46,1.0,3132.46,2025-10-10 11:19:00
TX008647,CTR0352,CP003,PREMIUM,2025-05,2025-05-26,BRL,8508.49,0.2,1701.7,2025-05-26 17:17:00
TX008648,CTR0183,CP025,CLAIM,2025-06,2025-06-07,USD,46835.51,1.0,46835.51,2025-06-07 10:23:00
TX008649,CTR0219,CP023,PREMIUM,2025-08,2025-08-06,USD,12235.33,1.0,12235.33,2025-08-07 22:10:00
TX008650,CTR0425,CP021,COMMISSION,2025-11,2025-11-09,USD,1349.65,1.0,1349.65,2025-11-11 05:59:00
TX008651,CTR0422,CP035,COMMISSION,2025-09,2025-09-02,EUR,3636.3,1.1,3999.93,2025-09-02 01:49:00
TX008652,CTR0096,CP015,COMMISSION,2025-03,2025-03-31,EUR,2513.76,1.1,2765.14,2025-03-31 12:03:00
TX008653,CTR0154,CP015,CLAIM,2025-01,2025-01-20,BRL,17831.65,0.2,3566.33,2025-01-22 11:31:00
TX008654,CTR0411,CP009,COMMISSION,2025-11,2025-11-06,EUR,1548.63,1.1,1703.49,2025-11-07 12:31:00
TX008655,CTR0459,CP043,PREMIUM,2025-02,2025-02-06,EUR,6778.63,1.1,7456.49,2025-02-06 14:15:00
TX008656,CTR0040,CP032,COMMISSION,2025-08,2025-08-17,EUR,3696.21,1.1,4065.83,2025-08-19 14:49:00
TX008657,CTR0417,CP049,PREMIUM,2025-09,2025-09-09,GBP,1779.52,1.27,2259.99,2025-09-09 01:05:00
TX008658,CTR0245,CP032,PREMIUM,2025-01,2025-01-17,USD,15163.24,1.0,15163.24,2025-01-18 11:06:00
TX008659,CTR0296,CP027,COMMISSION,2025-05,2025-05-24,GBP,3327.8,1.27,4226.31,2025-05-26 05:41:00
TX008660,CTR0038,CP042,CLAIM,2025-05,2025-05-10,USD,42540.25,1.0,42540.25,2025-05-10 13:05:00
TX008661,CTR0341,CP032,CLAIM,2025-01,2025-01-22,USD,36947.68,1.0,36947.68,2025-01-24 01:05:00
TX008662,CTR0339,CP011,PREMIUM,2025-09,2025-09-08,EUR,5663.71,1.1,6230.08,2025-09-08 01:42:00
TX008663,CTR0332,CP019,CLAIM,2025-04,2025-04-28,BRL,6789.42,0.2,1357.88,2025-04-30 17:06:00
TX008664,CTR0396,CP044,CLAIM,2025-09,2025-09-22,EUR,10383.51,1.1,11421.86,2025-09-23 17:48:00
TX008665,CTR0474,CP024,PREMIUM,2025-09,2025-09-17,GBP,37341.56,1.27,47423.78,2025-09-19 13:27:00
TX008666,CTR0425,CP021,COMMISSION,2025-05,2025-05-15,BRL,2174.89,0.2,434.98,2025-05-16 15:44:00
TX008667,CTR0373,CP021,COMMISSION,2025-06,2025-06-07,GBP,2050.7,1.27,2604.39,2025-06-07 11:09:00
TX008668,CTR0491,CP047,COMMISSION,2025-03,2025-03-25,EUR,1151.5,1.1,1266.65,2025-03-27 18:49:00
TX008669,CTR0338,CP016,PREMIUM,2025-01,2025-01-03,USD,11509.6,1.0,11509.6,2025-01-03 17:13:00
TX008670,CTR0337,CP049,COMMISSION,2025-03,2025-03-05,BRL,947.28,0.2,189.46,2025-03-07 17:18:00
TX008671,CTR0272,CP002,COMMISSION,2025-02,2025-02-06,USD,1307.76,1.0,1307.76,2025-02-08 18:02:00
TX008672,CTR0385,CP002,CLAIM,2025-12,2025-12-23,GBP,39776.12,1.27,50515.67,2025-12-25 00:03:00
TX008673,CTR0036,CP004,CLAIM,2025-03,2025-03-16,BRL,4531.57,0.2,906.31,2025-03-16 08:24:00
TX008674,CTR0253,CP010,CLAIM,2025-05,2025-05-24,GBP,15384.21,1.27,19537.95,2025-05-24 04:28:00
TX008675,CTR0213,CP040,COMMISSION,2025-07,2025-07-27,USD,853.76,1.0,853.76,2025-07-29 19:54:00
TX008676,CTR0457,CP008,PREMIUM,2025-05,2025-05-28,BRL,16967.33,0.2,3393.47,2025-05-29 14:13:00
TX008677,CTR0037,CP043,COMMISSION,2025-12,2025-12-06,GBP,2033.04,1.27,2581.96,2025-12-06 13:42:00
TX008678,CTR0322,CP006,CLAIM,2025-03,2025-03-03,GBP,7264.15,1.27,9225.47,2025-03-03 11:43:00
TX008679,CTR0093,CP043,PREMIUM,2025-10,2025-10-26,USD,1561.63,1.0,1561.63,2025-10-26 14:04:00
TX008680,CTR0442,CP016,PREMIUM,2025-05,2025-05-18,BRL,4976.0,0.2,995.2,2025-05-18 07:04:00
TX008681,CTR0426,CP010,PREMIUM,2025-09,2025-09-11,GBP,13162.55,1.27,16716.44,2025-09-13 22:13:00
TX008682,CTR0118,CP007,COMMISSION,2025-12,2025-12-24,BRL,3207.3,0.2,641.46,2025-12-26 14:45:00
TX008683,CTR0436,CP007,CLAIM,2025-02,2025-02-11,BRL,6961.68,0.2,1392.34,2025-02-11 14:42:00
TX008684,CTR0249,CP040,CLAIM,2025-07,2025-07-02,EUR,16046.3,1.1,17650.93,2025-07-02 12:46:00
TX008685,CTR0486,CP012,CLAIM,2025-06,2025-06-24,GBP,12808.8,1.27,16267.18,2025-06-24 21:29:00
TX008686,CTR0365,CP006,COMMISSION,2025-09,2025-09-16,GBP,1011.05,1.27,1284.03,2025-09-18 10:52:00
TX008687,CTR0018,CP007,COMMISSION,2025-09,2025-09-17,GBP,2024.0,1.27,2570.48,2025-09-18 11:50:00
TX008688,CTR0102,CP010,COMMISSION,2025-12,2025-12-10,USD,1422.39,1.0,1422.39,2025-12-10 15:59:00
TX008689,CTR0202,CP046,COMMISSION,2025-06,2025-06-27,GBP,1654.95,1.27,2101.79,2025-06-27 22:43:00
TX008690,CTR0106,CP040,PREMIUM,2025-12,2025-12-04,USD,7899.61,1.0,7899.61,2025-12-04 12:02:00
TX008691,CTR0067,CP046,CLAIM,2025-12,2025-12-03,GBP,7105.32,1.27,9023.76,2025-12-03 13:52:00
TX008692,CTR0490,CP031,CLAIM,2025-11,2025-11-18,GBP,17266.82,1.27,21928.86,2025-11-19 10:22:00
TX008693,CTR0435,CP022,PREMIUM,2025-05,2025-05-04,USD,2288.07,1.0,2288.07,2025-05-04 02:58:00
TX008694,CTR0218,CP005,COMMISSION,2025-11,2025-11-28,BRL,1642.03,0.2,328.41,2025-11-28 13:35:00
TX008695,CTR0108,CP034,COMMISSION,2025-02,2025-02-16,GBP,2581.12,1.27,3278.02,2025-02-16 22:22:00
TX008696,CTR0091,CP022,COMMISSION,2025-08,2025-08-12,GBP,494.16,1.27,627.58,2025-08-14 07:29:00
TX008697,CTR0458,CP032,COMMISSION,2025-02,2025-02-13,GBP,2400.44,1.27,3048.56,2025-02-16 00:02:00
TX008698,CTR0166,CP041,PREMIUM,2025-11,2025-11-13,BRL,3196.95,0.2,639.39,2025-11-15 22:09:00
TX008699,CTR0007,CP005,PREMIUM,2025-06,2025-06-01,USD,8381.06,1.0,8381.06,2025-06-03 10:43:00
TX008700,CTR0199,CP017,COMMISSION,2025-10,2025-10-17,GBP,962.53,1.27,1222.41,2025-10-18 17:52:00
TX008701,CTR0228,CP029,COMMISSION,2025-09,2025-09-01,GBP,1272.0,1.27,1615.44,2025-09-02 04:44:00
TX008702,CTR0312,CP034,CLAIM,2025-12,2025-12-28,USD,44978.3,1.0,44978.3,2025-12-28 18:48:00
TX008703,CTR0170,CP002,PREMIUM,2025-03,2025-03-09,EUR,7407.8,1.1,8148.58,2025-03-10 08:24:00
TX008704,CTR0462,CP008,PREMIUM,2025-11,2025-11-18,GBP,1621.21,1.27,2058.94,2025-11-20 12:56:00
TX008705,CTR0322,CP006,PREMIUM,2025-03,2025-03-15,BRL,28793.0,0.2,5758.6,2025-03-16 14:51:00
TX008706,CTR0494,CP031,PREMIUM,2025-07,2025-07-16,GBP,8054.71,1.27,10229.48,2025-07-16 23:34:00
TX008707,CTR0184,CP035,PREMIUM,2025-01,2025-01-13,BRL,16645.76,0.2,3329.15,2025-01-14 02:12:00
TX008708,CTR0326,CP012,CLAIM,2025-01,2025-01-01,GBP,1773.5,1.27,2252.35,2025-01-02 06:04:00
TX008709,CTR0183,CP025,CLAIM,2025-06,2025-06-15,BRL,5364.52,0.2,1072.9,2025-06-17 18:44:00
TX008710,CTR0350,CP009,CLAIM,2025-12,2025-12-29,USD,5524.58,1.0,5524.58,2025-12-30 00:26:00
TX008711,CTR0373,CP021,CLAIM,2025-05,2025-05-19,GBP,32675.15,1.27,41497.44,2025-05-21 03:24:00
TX008712,CTR0161,CP050,COMMISSION,2025-07,2025-07-15,BRL,752.82,0.2,150.56,2025-07-17 18:01:00
TX008713,CTR0469,CP010,PREMIUM,2025-05,2025-05-25,BRL,22371.86,0.2,4474.37,2025-05-25 22:26:00
TX008714,CTR0429,CP002,PREMIUM,2025-12,2025-12-11,USD,4646.54,1.0,4646.54,2025-12-11 07:46:00
TX008715,CTR0448,CP048,PREMIUM,2025-04,2025-04-04,BRL,9118.16,0.2,1823.63,2025-04-06 21:44:00
TX008716,CTR0109,CP024,PREMIUM,2025-06,2025-06-04,GBP,5529.92,1.27,7023.0,2025-06-04 04:30:00
TX008717,CTR0359,CP005,PREMIUM,2025-05,2025-05-05,BRL,15497.28,0.2,3099.46,2025-05-05 16:31:00
TX008718,CTR0054,CP024,COMMISSION,2025-08,2025-08-26,BRL,1472.02,0.2,294.4,2025-08-27 00:35:00
TX008719,CTR0053,CP019,COMMISSION,2025-07,2025-07-07,BRL,5030.27,0.2,1006.05,2025-07-07 00:00:00
TX008720,CTR0487,CP017,PREMIUM,2025-11,2025-11-17,EUR,16071.7,1.1,17678.87,2025-11-18 23:33:00
TX008721,CTR0077,CP017,COMMISSION,2025-01,2025-01-27,GBP,1009.58,1.27,1282.17,2025-01-27 18:11:00
TX008722,CTR0433,CP042,PREMIUM,2025-02,2025-02-26,USD,4609.91,1.0,4609.91,2025-02-26 03:54:00
TX008723,CTR0216,CP014,PREMIUM,2025-05,2025-05-06,BRL,4521.68,0.2,904.34,2025-05-06 10:08:00
TX008724,CTR0152,CP015,PREMIUM,2025-05,2025-05-14,EUR,3675.94,1.1,4043.53,2025-05-15 14:55:00
TX008725,CTR0037,CP043,COMMISSION,2025-07,2025-07-26,BRL,757.06,0.2,151.41,2025-07-28 07:48:00
TX008726,CTR0338,CP016,CLAIM,2025-11,2025-11-16,EUR,18333.52,1.1,20166.87,2025-11-18 20:32:00
TX008727,CTR0361,CP043,COMMISSION,2025-12,2025-12-10,BRL,2527.76,0.2,505.55,2025-12-11 09:08:00
TX008728,CTR0234,CP038,CLAIM,2025-07,2025-07-01,USD,11325.43,1.0,11325.43,2025-07-02 18:17:00
TX008729,CTR0405,CP025,CLAIM,2025-08,2025-08-06,GBP,3020.72,1.27,3836.31,2025-08-07 08:10:00
TX008730,CTR0162,CP034,COMMISSION,2025-08,2025-08-29,EUR,2403.41,1.1,2643.75,2025-08-30 07:13:00
TX008731,CTR0276,CP025,COMMISSION,2025-08,2025-08-03,USD,2883.17,1.0,2883.17,2025-08-04 18:04:00
TX008732,CTR0144,CP021,CLAIM,2025-07,2025-07-18,USD,71642.22,1.0,71642.22,2025-07-20 02:27:00
TX008733,CTR0292,CP014,COMMISSION,2025-12,2025-12-10,BRL,2775.15,0.2,555.03,2025-12-12 00:08:00
TX008734,CTR0069,CP004,PREMIUM,2025-06,2025-06-20,GBP,13047.08,1.27,16569.79,2025-06-22 11:17:00
TX008735,CTR0239,CP016,COMMISSION,2025-08,2025-08-09,BRL,2368.94,0.2,473.79,2025-08-10 16:41:00
TX008736,CTR0275,CP021,PREMIUM,2025-05,2025-05-11,GBP,5935.81,1.27,7538.48,2025-05-12 23:37:00
TX008737,CTR0279,CP004,PREMIUM,2025-06,2025-06-04,BRL,3059.92,0.2,611.98,2025-06-06 04:49:00
TX008738,CTR0224,CP011,COMMISSION,2025-12,2025-12-18,USD,2429.92,1.0,2429.92,2025-12-19 06:13:00
TX008739,CTR0322,CP006,CLAIM,2025-02,2025-02-28,USD,4797.94,1.0,4797.94,2025-03-01 00:28:00
TX008740,CTR0257,CP034,PREMIUM,2025-09,2025-09-22,BRL,11317.8,0.2,2263.56,2025-09-22 09:08:00
TX008741,CTR0142,CP011,PREMIUM,2025-02,2025-02-09,USD,3165.16,1.0,3165.16,2025-02-10 06:32:00
TX008742,CTR0108,CP034,PREMIUM,2025-12,2025-12-14,EUR,3876.35,1.1,4263.99,2025-12-15 05:47:00
TX008743,CTR0324,CP046,COMMISSION,2025-01,2025-01-22,GBP,1026.35,1.27,1303.46,2025-01-22 12:41:00
TX008744,CTR0470,CP047,PREMIUM,2025-11,2025-11-11,GBP,6661.04,1.27,8459.52,2025-11-12 13:47:00
TX008745,CTR0377,CP037,COMMISSION,2025-11,2025-11-24,BRL,794.77,0.2,158.95,2025-11-26 15:53:00
TX008746,CTR0320,CP039,COMMISSION,2025-01,2025-01-17,GBP,1089.27,1.27,1383.37,2025-01-18 21:54:00
TX008747,CTR0461,CP037,PREMIUM,2025-12,2025-12-14,GBP,9451.24,1.27,12003.07,2025-12-14 02:32:00
TX008748,CTR0450,CP015,COMMISSION,2025-11,2025-11-13,BRL,695.95,0.2,139.19,2025-11-14 10:28:00
TX008749,CTR0254,CP017,CLAIM,2025-04,2025-04-12,BRL,3987.3,0.2,797.46,2025-04-12 03:22:00
TX008750,CTR0055,CP025,CLAIM,2025-02,2025-02-02,BRL,779.96,0.2,155.99,2025-02-04 17:05:00
TX008751,CTR0318,CP037,CLAIM,2025-01,2025-01-25,BRL,5980.32,0.2,1196.06,2025-01-27 20:26:00
TX008752,CTR0312,CP034,PREMIUM,2025-12,2025-12-10,USD,9668.76,1.0,9668.76,2025-12-12 22:50:00
TX008753,CTR0139,CP018,COMMISSION,2025-12,2025-12-10,GBP,1161.84,1.27,1475.54,2025-12-12 22:46:00
TX008754,CTR0425,CP021,COMMISSION,2025-07,2025-07-09,BRL,1140.24,0.2,228.05,2025-07-10 10:19:00
TX008755,CTR0435,CP022,PREMIUM,2025-11,2025-11-02,USD,11318.26,1.0,11318.26,2025-11-04 04:19:00
TX008756,CTR0166,CP041,PREMIUM,2025-04,2025-04-20,GBP,3607.96,1.27,4582.11,2025-04-20 11:30:00
TX008757,CTR0239,CP016,CLAIM,2025-01,2025-01-19,USD,8531.87,1.0,8531.87,2025-01-21 18:30:00
TX008758,CTR0098,CP035,CLAIM,2025-09,2025-09-01,GBP,8950.86,1.27,11367.59,2025-09-01 10:14:00
TX008759,CTR0090,CP042,COMMISSION,2025-04,2025-04-07,USD,6135.08,1.0,6135.08,2025-04-08 00:51:00
TX008760,CTR0133,CP005,COMMISSION,2025-11,2025-11-27,BRL,3342.53,0.2,668.51,2025-11-28 17:36:00
TX008761,CTR0183,CP025,PREMIUM,2025-11,2025-11-07,EUR,16370.66,1.1,18007.73,2025-11-09 13:42:00
TX008762,CTR0137,CP031,PREMIUM,2025-12,2025-12-28,USD,7250.14,1.0,7250.14,2025-12-28 01:57:00
TX008763,CTR0076,CP024,CLAIM,2025-07,2025-07-28,EUR,23300.6,1.1,25630.66,2025-07-30 10:43:00
TX008764,CTR0224,CP011,CLAIM,2025-03,2025-03-23,EUR,17484.48,1.1,19232.93,2025-03-23 13:31:00
TX008765,CTR0312,CP034,COMMISSION,2025-05,2025-05-26,GBP,1370.25,1.27,1740.22,2025-05-26 21:11:00
TX008766,CTR0163,CP021,CLAIM,2025-09,2025-09-28,BRL,20996.41,0.2,4199.28,2025-09-30 09:49:00
TX008767,CTR0267,CP023,PREMIUM,2025-10,2025-10-30,GBP,14102.78,1.27,17910.53,2025-10-30 15:04:00
TX008768,CTR0136,CP016,COMMISSION,2025-03,2025-03-20,GBP,5561.79,1.27,7063.47,2025-03-20 06:23:00
TX008769,CTR0352,CP003,CLAIM,2025-01,2025-01-08,GBP,4588.74,1.27,5827.7,2025-01-08 13:29:00
TX008770,CTR0325,CP049,CLAIM,2025-01,2025-01-15,EUR,30540.24,1.1,33594.26,2025-01-15 10:49:00
TX008771,CTR0481,CP015,COMMISSION,2025-06,2025-06-14,USD,1302.77,1.0,1302.77,2025-06-14 18:40:00
TX008772,CTR0027,CP021,CLAIM,2025-03,2025-03-02,EUR,14858.64,1.1,16344.5,2025-03-05 00:16:00
TX008773,CTR0427,CP044,COMMISSION,2025-12,2025-12-12,EUR,1053.28,1.1,1158.61,2025-12-14 06:51:00
TX008774,CTR0171,CP006,CLAIM,2025-10,2025-10-08,BRL,9890.29,0.2,1978.06,2025-10-10 00:15:00
TX008775,CTR0034,CP028,CLAIM,2025-10,2025-10-01,EUR,4012.69,1.1,4413.96,2025-10-01 22:16:00
TX008776,CTR0345,CP046,CLAIM,2025-02,2025-02-14,EUR,16706.97,1.1,18377.67,2025-02-16 09:25:00
TX008777,CTR0086,CP036,CLAIM,2025-03,2025-03-16,EUR,27349.77,1.1,30084.75,2025-03-17 18:31:00
TX008778,CTR0088,CP016,CLAIM,2025-09,2025-09-24,EUR,28463.6,1.1,31309.96,2025-09-25 17:36:00
TX008779,CTR0490,CP031,PREMIUM,2025-10,2025-10-30,EUR,5531.06,1.1,6084.17,2025-10-30 06:51:00
TX008780,CTR0111,CP014,PREMIUM,2025-12,2025-12-15,EUR,2038.57,1.1,2242.43,2025-12-16 18:27:00
TX008781,CTR0274,CP048,CLAIM,2025-06,2025-06-29,BRL,8824.16,0.2,1764.83,2025-07-01 09:22:00
TX008782,CTR0101,CP042,PREMIUM,2025-09,2025-09-26,EUR,25987.97,1.1,28586.77,2025-09-27 09:16:00
TX008783,CTR0062,CP038,CLAIM,2025-03,2025-03-12,USD,27404.87,1.0,27404.87,2025-03-12 02:21:00
TX008784,CTR0001,CP005,CLAIM,2025-04,2025-04-09,GBP,1640.8,1.27,2083.82,2025-04-09 13:30:00
TX008785,CTR0009,CP011,PREMIUM,2025-09,2025-09-22,GBP,2918.68,1.27,3706.72,2025-09-22 02:25:00
TX008786,CTR0237,CP034,CLAIM,2025-11,2025-11-17,BRL,10625.5,0.2,2125.1,2025-11-19 21:25:00
TX008787,CTR0218,CP005,PREMIUM,2025-02,2025-02-11,USD,4282.09,1.0,4282.09,2025-02-13 03:24:00
TX008788,CTR0020,CP023,CLAIM,2025-10,2025-10-18,USD,50870.5,1.0,50870.5,2025-10-20 17:27:00
TX008789,CTR0175,CP035,CLAIM,2025-09,2025-09-14,EUR,15606.51,1.1,17167.16,2025-09-16 03:21:00
TX008791,CTR0286,CP047,CLAIM,2025-10,2025-10-16,USD,2109.94,1.0,2109.94,2025-10-17 08:26:00
TX008792,CTR0498,CP019,COMMISSION,2025-12,2025-12-21,EUR,5713.81,1.1,6285.19,2025-12-23 06:54:00
TX008793,CTR0346,CP013,CLAIM,2025-03,2025-03-16,BRL,6615.02,0.2,1323.0,2025-03-17 05:38:00
TX008794,CTR0460,CP006,CLAIM,2025-03,2025-03-06,BRL,9609.67,0.2,1921.93,2025-03-06 18:02:00
TX008795,CTR0097,CP012,CLAIM,2025-11,2025-11-27,BRL,21311.83,0.2,4262.37,2025-11-28 01:56:00
TX008796,CTR0108,CP034,COMMISSION,2025-01,2025-01-03,EUR,5519.05,1.1,6070.96,2025-01-05 09:51:00
TX008797,CTR0376,CP005,CLAIM,2025-09,2025-09-09,BRL,21316.04,0.2,4263.21,2025-09-11 15:03:00
TX008798,CTR0156,CP034,PREMIUM,2025-04,2025-04-06,USD,15850.8,1.0,15850.8,2025-04-08 06:33:00
TX008799,CTR0425,CP021,COMMISSION,2025-06,2025-06-02,BRL,3427.3,0.2,685.46,2025-06-03 05:55:00
TX008800,CTR0232,CP043,COMMISSION,2025-04,2025-04-17,GBP,2502.03,1.27,3177.58,2025-04-18 23:17:00
TX008801,CTR0101,CP042,CLAIM,2025-06,2025-06-09,EUR,24361.14,1.1,26797.25,2025-06-11 21:05:00
TX008802,CTR0423,CP039,CLAIM,2025-03,2025-03-04,EUR,17053.6,1.1,18758.96,2025-03-06 05:54:00
TX008803,CTR0276,CP025,PREMIUM,2025-07,2025-07-04,BRL,15913.89,0.2,3182.78,2025-07-05 13:47:00
TX008804,CTR0402,CP039,COMMISSION,2025-07,2025-07-20,USD,2966.17,1.0,2966.17,2025-07-22 10:14:00
TX008805,CTR0227,CP041,COMMISSION,2025-03,2025-03-28,EUR,1919.08,1.1,2110.99,2025-03-29 03:38:00
TX008806,CTR0064,CP049,COMMISSION,2025-02,2025-02-08,BRL,4183.7,0.2,836.74,2025-02-09 15:30:00
TX008807,CTR0341,CP032,CLAIM,2025-04,2025-04-11,USD,22731.82,1.0,22731.82,2025-04-12 13:47:00
TX008808,CTR0063,CP019,PREMIUM,2025-08,2025-08-15,BRL,12452.03,0.2,2490.41,2025-08-15 08:54:00
TX008809,CTR0332,CP019,PREMIUM,2025-01,2025-01-17,USD,1342.99,1.0,1342.99,2025-01-19 21:23:00
TX008810,CTR0209,CP014,COMMISSION,2025-02,2025-02-15,GBP,6383.09,1.27,8106.52,2025-02-16 15:02:00
TX008811,CTR0396,CP044,PREMIUM,2025-08,2025-08-12,GBP,4690.94,1.27,5957.49,2025-08-12 10:16:00
TX008812,CTR0436,CP007,COMMISSION,2025-05,2025-05-25,GBP,4097.87,1.27,5204.29,2025-05-27 05:42:00
TX008813,CTR0204,CP035,PREMIUM,2025-01,2025-01-28,GBP,6233.02,1.27,7915.94,2025-01-29 06:44:00
TX008814,CTR0442,CP016,COMMISSION,2025-06,2025-06-19,GBP,3566.77,1.27,4529.8,2025-06-20 01:18:00
TX008815,CTR0056,CP003,CLAIM,2025-11,2025-11-04,BRL,39523.38,0.2,7904.68,2025-11-05 07:05:00
TX008816,CTR0054,CP024,CLAIM,2025-02,2025-02-28,BRL,22589.13,0.2,4517.83,2025-03-02 20:22:00
TX008817,CTR0497,CP006,COMMISSION,2025-09,2025-09-27,USD,683.64,1.0,683.64,2025-09-28 01:01:00
TX008818,CTR0288,CP029,CLAIM,2025-12,2025-12-19,GBP,17461.6,1.27,22176.23,2025-12-20 10:29:00
TX008819,CTR0226,CP016,CLAIM,2025-07,2025-07-18,USD,13480.11,1.0,13480.11,2025-07-18 19:59:00
TX008820,CTR0078,CP012,COMMISSION,2025-02,2025-02-05,BRL,3040.28,0.2,608.06,2025-02-05 21:34:00
TX008821,CTR0145,CP050,CLAIM,2025-12,2025-12-22,BRL,17201.75,0.2,3440.35,2025-12-22 01:40:00
TX008822,CTR0344,CP026,PREMIUM,2025-03,2025-03-14,EUR,4306.0,1.1,4736.6,2025-03-16 18:12:00
