transaction_id,expected_status,affected_system
TX035162,AMOUNT_MISMATCH,ACCOUNTING
TX035190,AMOUNT_MISMATCH,ACCOUNTING
TX035285,AMOUNT_MISMATCH,ACCOUNTING
TX035317,AMOUNT_MISMATCH,ACCOUNTING
TX035549,AMOUNT_MISMATCH,ACCOUNTING
TX035554,AMOUNT_MISMATCH,ACCOUNTING
TX035663,AMOUNT_MISMATCH,ACCOUNTING
TX035676,AMOUNT_MISMATCH,ACCOUNTING
TX035691,AMOUNT_MISMATCH,ACCOUNTING
TX035720,AMOUNT_MISMATCH,ACCOUNTING
TX035935,AMOUNT_MISMATCH,ACCOUNTING
TX035944,AMOUNT_MISMATCH,ACCOUNTING
TX035966,AMOUNT_MISMATCH,ACCOUNTING
TX036078,AMOUNT_MISMATCH,ACCOUNTING
TX036123,AMOUNT_MISMATCH,ACCOUNTING
TX036133,AMOUNT_MISMATCH,ACCOUNTING
TX036280,AMOUNT_MISMATCH,ACCOUNTING
TX036433,AMOUNT_MISMATCH,ACCOUNTING
TX036467,AMOUNT_MISMATCH,ACCOUNTING
TX036568,AMOUNT_MISMATCH,ACCOUNTING
TX036577,AMOUNT_MISMATCH,ACCOUNTING
TX036654,AMOUNT_MISMATCH,ACCOUNTING
TX036790,AMOUNT_MISMATCH,ACCOUNTING
TX036791,AMOUNT_MISMATCH,ACCOUNTING
TX037000,AMOUNT_MISMATCH,ACCOUNTING
TX037046,AMOUNT_MISMATCH,ACCOUNTING
TX037082,AMOUNT_MISMATCH,ACCOUNTING
TX037136,AMOUNT_MISMATCH,ACCOUNTING
TX037419,AMOUNT_MISMATCH,ACCOUNTING
TX037431,AMOUNT_MISMATCH,ACCOUNTING
TX037481,AMOUNT_MISMATCH,ACCOUNTING
TX037504,AMOUNT_MISMATCH,ACCOUNTING
TX037554,AMOUNT_MISMATCH,ACCOUNTING
TX037567,AMOUNT_MISMATCH,ACCOUNTING
TX037571,AMOUNT_MISMATCH,ACCOUNTING
TX037575,AMOUNT_MISMATCH,ACCOUNTING
TX037639,AMOUNT_MISMATCH,ACCOUNTING
TX037694,AMOUNT_MISMATCH,ACCOUNTING
TX037761,AMOUNT_MISMATCH,ACCOUNTING
TX037781,AMOUNT_MISMATCH,ACCOUNTING
TX037807,AMOUNT_MISMATCH,ACCOUNTING
TX037835,AMOUNT_MISMATCH,ACCOUNTING
TX037880,AMOUNT_MISMATCH,ACCOUNTING
TX038206,AMOUNT_MISMATCH,ACCOUNTING
TX038314,AMOUNT_MISMATCH,ACCOUNTING
TX038408,AMOUNT_MISMATCH,ACCOUNTING
TX038485,AMOUNT_MISMATCH,ACCOUNTING
TX038542,AMOUNT_MISMATCH,ACCOUNTING
TX038638,AMOUNT_MISMATCH,ACCOUNTING
TX038772,AMOUNT_MISMATCH,ACCOUNTING
TX038831,AMOUNT_MISMATCH,ACCOUNTING
TX038890,AMOUNT_MISMATCH,ACCOUNTING
TX038900,AMOUNT_MISMATCH,ACCOUNTING
TX038914,AMOUNT_MISMATCH,ACCOUNTING
TX039071,AMOUNT_MISMATCH,ACCOUNTING
TX039185,AMOUNT_MISMATCH,ACCOUNTING
TX039256,AMOUNT_MISMATCH,ACCOUNTING
TX039354,AMOUNT_MISMATCH,ACCOUNTING
TX039357,AMOUNT_MISMATCH,ACCOUNTING
TX039363,AMOUNT_MISMATCH,ACCOUNTING
TX039418,AMOUNT_MISMATCH,ACCOUNTING
TX039428,AMOUNT_MISMATCH,ACCOUNTING
TX039530,AMOUNT_MISMATCH,ACCOUNTING
TX039665,AMOUNT_MISMATCH,ACCOUNTING
TX039764,AMOUNT_MISMATCH,ACCOUNTING
TX039883,AMOUNT_MISMATCH,ACCOUNTING
TX039917,AMOUNT_MISMATCH,ACCOUNTING
TX039953,AMOUNT_MISMATCH,ACCOUNTING
TX040047,AMOUNT_MISMATCH,ACCOUNTING
TX040081,AMOUNT_MISMATCH,ACCOUNTING
TX040149,AMOUNT_MISMATCH,ACCOUNTING
TX040154,AMOUNT_MISMATCH,ACCOUNTING
TX040185,AMOUNT_MISMATCH,ACCOUNTING
TX040238,AMOUNT_MISMATCH,ACCOUNTING
TX040374,AMOUNT_MISMATCH,ACCOUNTING
TX040388,AMOUNT_MISMATCH,ACCOUNTING
TX040401,AMOUNT_MISMATCH,ACCOUNTING
TX040429,AMOUNT_MISMATCH,ACCOUNTING
TX040617,AMOUNT_MISMATCH,ACCOUNTING
TX040640,AMOUNT_MISMATCH,ACCOUNTING
TX040657,AMOUNT_MISMATCH,ACCOUNTING
TX040837,AMOUNT_MISMATCH,ACCOUNTING
TX040861,AMOUNT_MISMATCH,ACCOUNTING
TX040928,AMOUNT_MISMATCH,ACCOUNTING
TX041019,AMOUNT_MISMATCH,ACCOUNTING
TX041062,AMOUNT_MISMATCH,ACCOUNTING
TX041128,AMOUNT_MISMATCH,ACCOUNTING
TX041199,AMOUNT_MISMATCH,ACCOUNTING
TX041266,AMOUNT_MISMATCH,ACCOUNTING
TX041406,AMOUNT_MISMATCH,ACCOUNTING
TX041442,AMOUNT_MISMATCH,ACCOUNTING
TX041462,AMOUNT_MISMATCH,ACCOUNTING
TX041492,AMOUNT_MISMATCH,ACCOUNTING
TX041556,AMOUNT_MISMATCH,ACCOUNTING
TX041598,AMOUNT_MISMATCH,ACCOUNTING
TX041946,AMOUNT_MISMATCH,ACCOUNTING
TX042077,AMOUNT_MISMATCH,ACCOUNTING
TX042313,AMOUNT_MISMATCH,ACCOUNTING
TX042376,AMOUNT_MISMATCH,ACCOUNTING
TX042382,AMOUNT_MISMATCH,ACCOUNTING
TX042506,AMOUNT_MISMATCH,ACCOUNTING
TX042509,AMOUNT_MISMATCH,ACCOUNTING
TX042594,AMOUNT_MISMATCH,ACCOUNTING
TX042625,AMOUNT_MISMATCH,ACCOUNTING
TX042685,AMOUNT_MISMATCH,ACCOUNTING
TX042706,AMOUNT_MISMATCH,ACCOUNTING
TX042722,AMOUNT_MISMATCH,ACCOUNTING
TX042759,AMOUNT_MISMATCH,ACCOUNTING
TX042831,AMOUNT_MISMATCH,ACCOUNTING
TX042982,AMOUNT_MISMATCH,ACCOUNTING
TX043133,AMOUNT_MISMATCH,ACCOUNTING
TX043224,AMOUNT_MISMATCH,ACCOUNTING
TX043397,AMOUNT_MISMATCH,ACCOUNTING
TX043590,AMOUNT_MISMATCH,ACCOUNTING
TX043840,AMOUNT_MISMATCH,ACCOUNTING
TX043890,AMOUNT_MISMATCH,ACCOUNTING
TX043954,AMOUNT_MISMATCH,ACCOUNTING
TX043956,AMOUNT_MISMATCH,ACCOUNTING
TX044246,AMOUNT_MISMATCH,ACCOUNTING
TX044303,AMOUNT_MISMATCH,ACCOUNTING
TX044306,AMOUNT_MISMATCH,ACCOUNTING
TX044344,AMOUNT_MISMATCH,ACCOUNTING
TX044408,AMOUNT_MISMATCH,ACCOUNTING
TX044420,AMOUNT_MISMATCH,ACCOUNTING
TX044537,AMOUNT_MISMATCH,ACCOUNTING
TX044644,AMOUNT_MISMATCH,ACCOUNTING
TX044730,AMOUNT_MISMATCH,ACCOUNTING
TX044759,AMOUNT_MISMATCH,ACCOUNTING
TX044823,AMOUNT_MISMATCH,ACCOUNTING
TX044832,AMOUNT_MISMATCH,ACCOUNTING
TX044880,AMOUNT_MISMATCH,ACCOUNTING
TX044939,AMOUNT_MISMATCH,ACCOUNTING
TX044953,AMOUNT_MISMATCH,ACCOUNTING
TX044986,AMOUNT_MISMATCH,ACCOUNTING
TX045009,AMOUNT_MISMATCH,ACCOUNTING
TX045151,AMOUNT_MISMATCH,ACCOUNTING
TX045272,AMOUNT_MISMATCH,ACCOUNTING
TX045341,AMOUNT_MISMATCH,ACCOUNTING
TX045351,AMOUNT_MISMATCH,ACCOUNTING
TX045428,AMOUNT_MISMATCH,ACCOUNTING
TX045483,AMOUNT_MISMATCH,ACCOUNTING
TX045534,AMOUNT_MISMATCH,ACCOUNTING
TX045577,AMOUNT_MISMATCH,ACCOUNTING
TX045652,AMOUNT_MISMATCH,ACCOUNTING
TX045740,AMOUNT_MISMATCH,ACCOUNTING
TX045753,AMOUNT_MISMATCH,ACCOUNTING
TX045784,AMOUNT_MISMATCH,ACCOUNTING
TX046015,AMOUNT_MISMATCH,ACCOUNTING
TX046102,AMOUNT_MISMATCH,ACCOUNTING
TX046205,AMOUNT_MISMATCH,ACCOUNTING
TX046359,AMOUNT_MISMATCH,ACCOUNTING
TX046375,AMOUNT_MISMATCH,ACCOUNTING
TX046406,AMOUNT_MISMATCH,ACCOUNTING
TX046435,AMOUNT_MISMATCH,ACCOUNTING
TX046525,AMOUNT_MISMATCH,ACCOUNTING
TX046531,AMOUNT_MISMATCH,ACCOUNTING
TX046708,AMOUNT_MISMATCH,ACCOUNTING
TX046774,AMOUNT_MISMATCH,ACCOUNTING
TX046853,AMOUNT_MISMATCH,ACCOUNTING
TX046909,AMOUNT_MISMATCH,ACCOUNTING
TX046934,AMOUNT_MISMATCH,ACCOUNTING
TX046940,AMOUNT_MISMATCH,ACCOUNTING
TX047001,AMOUNT_MISMATCH,ACCOUNTING
TX047024,AMOUNT_MISMATCH,ACCOUNTING
TX047066,AMOUNT_MISMATCH,ACCOUNTING
TX047138,AMOUNT_MISMATCH,ACCOUNTING
TX047158,AMOUNT_MISMATCH,ACCOUNTING
TX047335,AMOUNT_MISMATCH,ACCOUNTING
TX047397,AMOUNT_MISMATCH,ACCOUNTING
TX047406,AMOUNT_MISMATCH,ACCOUNTING
TX047500,AMOUNT_MISMATCH,ACCOUNTING
TX047588,AMOUNT_MISMATCH,ACCOUNTING
TX047743,AMOUNT_MISMATCH,ACCOUNTING
TX047804,AMOUNT_MISMATCH,ACCOUNTING
TX047851,AMOUNT_MISMATCH,ACCOUNTING
TX048007,AMOUNT_MISMATCH,ACCOUNTING
TX048226,AMOUNT_MISMATCH,ACCOUNTING
TX048295,AMOUNT_MISMATCH,ACCOUNTING
TX048389,AMOUNT_MISMATCH,ACCOUNTING
TX048396,AMOUNT_MISMATCH,ACCOUNTING
TX048475,AMOUNT_MISMATCH,ACCOUNTING
TX048665,AMOUNT_MISMATCH,ACCOUNTING
TX048818,AMOUNT_MISMATCH,ACCOUNTING
TX048849,AMOUNT_MISMATCH,ACCOUNTING
TX048856,AMOUNT_MISMATCH,ACCOUNTING
TX048965,AMOUNT_MISMATCH,ACCOUNTING
TX049041,AMOUNT_MISMATCH,ACCOUNTING
TX049099,AMOUNT_MISMATCH,ACCOUNTING
TX049213,AMOUNT_MISMATCH,ACCOUNTING
TX049276,AMOUNT_MISMATCH,ACCOUNTING
TX049326,AMOUNT_MISMATCH,ACCOUNTING
TX049424,AMOUNT_MISMATCH,ACCOUNTING
TX049434,AMOUNT_MISMATCH,ACCOUNTING
TX049621,AMOUNT_MISMATCH,ACCOUNTING
TX049687,AMOUNT_MISMATCH,ACCOUNTING
TX049750,AMOUNT_MISMATCH,ACCOUNTING
TX049843,AMOUNT_MISMATCH,ACCOUNTING
TX049892,AMOUNT_MISMATCH,ACCOUNTING
TX049905,AMOUNT_MISMATCH,ACCOUNTING
TX049929,AMOUNT_MISMATCH,ACCOUNTING
TX049934,AMOUNT_MISMATCH,ACCOUNTING
TX050000,AMOUNT_MISMATCH,ACCOUNTING
TX000044,DUPLICATE_TRANSACTION,ACCOUNTING
TX000203,DUPLICATE_TRANSACTION,ACCOUNTING
TX000226,DUPLICATE_TRANSACTION,ACCOUNTING
TX000572,DUPLICATE_TRANSACTION,ACCOUNTING
TX000621,DUPLICATE_TRANSACTION,ACCOUNTING
TX000629,DUPLICATE_TRANSACTION,ACCOUNTING
TX000912,DUPLICATE_TRANSACTION,ACCOUNTING
TX001409,DUPLICATE_TRANSACTION,ACCOUNTING
TX002368,DUPLICATE_TRANSACTION,ACCOUNTING
TX002479,DUPLICATE_TRANSACTION,ACCOUNTING
TX002506,DUPLICATE_TRANSACTION,ACCOUNTING
TX002601,DUPLICATE_TRANSACTION,ACCOUNTING
TX002740,DUPLICATE_TRANSACTION,ACCOUNTING
TX002741,DUPLICATE_TRANSACTION,ACCOUNTING
TX002849,DUPLICATE_TRANSACTION,ACCOUNTING
TX003184,DUPLICATE_TRANSACTION,ACCOUNTING
TX003206,DUPLICATE_TRANSACTION,ACCOUNTING
TX003416,DUPLICATE_TRANSACTION,ACCOUNTING
TX003422,DUPLICATE_TRANSACTION,ACCOUNTING
TX003544,DUPLICATE_TRANSACTION,ACCOUNTING
TX003715,DUPLICATE_TRANSACTION,ACCOUNTING
TX003859,DUPLICATE_TRANSACTION,ACCOUNTING
TX003879,DUPLICATE_TRANSACTION,ACCOUNTING
TX003993,DUPLICATE_TRANSACTION,ACCOUNTING
TX004174,DUPLICATE_TRANSACTION,ACCOUNTING
TX004194,DUPLICATE_TRANSACTION,ACCOUNTING
TX004398,DUPLICATE_TRANSACTION,ACCOUNTING
TX004478,DUPLICATE_TRANSACTION,ACCOUNTING
TX004658,DUPLICATE_TRANSACTION,ACCOUNTING
TX004681,DUPLICATE_TRANSACTION,ACCOUNTING
TX004697,DUPLICATE_TRANSACTION,ACCOUNTING
TX004734,DUPLICATE_TRANSACTION,ACCOUNTING
TX004786,DUPLICATE_TRANSACTION,ACCOUNTING
TX004813,DUPLICATE_TRANSACTION,ACCOUNTING
TX004865,DUPLICATE_TRANSACTION,ACCOUNTING
TX004928,DUPLICATE_TRANSACTION,ACCOUNTING
TX004952,DUPLICATE_TRANSACTION,ACCOUNTING
TX004979,DUPLICATE_TRANSACTION,ACCOUNTING
TX005019,DUPLICATE_TRANSACTION,ACCOUNTING
TX005022,DUPLICATE_TRANSACTION,ACCOUNTING
TX005159,DUPLICATE_TRANSACTION,ACCOUNTING
TX005357,DUPLICATE_TRANSACTION,ACCOUNTING
TX005403,DUPLICATE_TRANSACTION,ACCOUNTING
TX005922,DUPLICATE_TRANSACTION,ACCOUNTING
TX006233,DUPLICATE_TRANSACTION,ACCOUNTING
TX006305,DUPLICATE_TRANSACTION,ACCOUNTING
TX006522,DUPLICATE_TRANSACTION,ACCOUNTING
TX006674,DUPLICATE_TRANSACTION,ACCOUNTING
TX006880,DUPLICATE_TRANSACTION,ACCOUNTING
TX006943,DUPLICATE_TRANSACTION,ACCOUNTING
TX007012,DUPLICATE_TRANSACTION,ACCOUNTING
TX007023,DUPLICATE_TRANSACTION,ACCOUNTING
TX007032,DUPLICATE_TRANSACTION,ACCOUNTING
TX007235,DUPLICATE_TRANSACTION,ACCOUNTING
TX007568,DUPLICATE_TRANSACTION,ACCOUNTING
TX007821,DUPLICATE_TRANSACTION,ACCOUNTING
TX007871,DUPLICATE_TRANSACTION,ACCOUNTING
TX007889,DUPLICATE_TRANSACTION,ACCOUNTING
TX007974,DUPLICATE_TRANSACTION,ACCOUNTING
TX007993,DUPLICATE_TRANSACTION,ACCOUNTING
TX007999,DUPLICATE_TRANSACTION,ACCOUNTING
TX008031,DUPLICATE_TRANSACTION,ACCOUNTING
TX008052,DUPLICATE_TRANSACTION,ACCOUNTING
TX008092,DUPLICATE_TRANSACTION,ACCOUNTING
TX008856,DUPLICATE_TRANSACTION,ACCOUNTING
TX009132,DUPLICATE_TRANSACTION,ACCOUNTING
TX009185,DUPLICATE_TRANSACTION,ACCOUNTING
TX009328,DUPLICATE_TRANSACTION,ACCOUNTING
TX009350,DUPLICATE_TRANSACTION,ACCOUNTING
TX009502,DUPLICATE_TRANSACTION,ACCOUNTING
TX010050,DUPLICATE_TRANSACTION,ACCOUNTING
TX010155,DUPLICATE_TRANSACTION,ACCOUNTING
TX010227,DUPLICATE_TRANSACTION,ACCOUNTING
TX010629,DUPLICATE_TRANSACTION,ACCOUNTING
TX010931,DUPLICATE_TRANSACTION,ACCOUNTING
TX011003,DUPLICATE_TRANSACTION,ACCOUNTING
TX011119,DUPLICATE_TRANSACTION,ACCOUNTING
TX011219,DUPLICATE_TRANSACTION,ACCOUNTING
TX011224,DUPLICATE_TRANSACTION,ACCOUNTING
TX011313,DUPLICATE_TRANSACTION,ACCOUNTING
TX011389,DUPLICATE_TRANSACTION,ACCOUNTING
TX011482,DUPLICATE_TRANSACTION,ACCOUNTING
TX011501,DUPLICATE_TRANSACTION,ACCOUNTING
TX011520,DUPLICATE_TRANSACTION,ACCOUNTING
TX011543,DUPLICATE_TRANSACTION,ACCOUNTING
TX011649,DUPLICATE_TRANSACTION,ACCOUNTING
TX011825,DUPLICATE_TRANSACTION,ACCOUNTING
TX012028,DUPLICATE_TRANSACTION,ACCOUNTING
TX012064,DUPLICATE_TRANSACTION,ACCOUNTING
TX012394,DUPLICATE_TRANSACTION,ACCOUNTING
TX012625,DUPLICATE_TRANSACTION,ACCOUNTING
TX012810,DUPLICATE_TRANSACTION,ACCOUNTING
TX013317,DUPLICATE_TRANSACTION,ACCOUNTING
TX013500,DUPLICATE_TRANSACTION,ACCOUNTING
TX013575,DUPLICATE_TRANSACTION,ACCOUNTING
TX013623,DUPLICATE_TRANSACTION,ACCOUNTING
TX013861,DUPLICATE_TRANSACTION,ACCOUNTING
TX013882,DUPLICATE_TRANSACTION,ACCOUNTING
TX013887,DUPLICATE_TRANSACTION,ACCOUNTING
TX014247,DUPLICATE_TRANSACTION,ACCOUNTING
TX014553,DUPLICATE_TRANSACTION,ACCOUNTING
TX014836,DUPLICATE_TRANSACTION,ACCOUNTING
TX015258,DUPLICATE_TRANSACTION,ACCOUNTING
TX015343,DUPLICATE_TRANSACTION,ACCOUNTING
TX015361,DUPLICATE_TRANSACTION,ACCOUNTING
TX015418,DUPLICATE_TRANSACTION,ACCOUNTING
TX015457,DUPLICATE_TRANSACTION,ACCOUNTING
TX015549,DUPLICATE_TRANSACTION,ACCOUNTING
TX015705,DUPLICATE_TRANSACTION,ACCOUNTING
TX016074,DUPLICATE_TRANSACTION,ACCOUNTING
TX016362,DUPLICATE_TRANSACTION,ACCOUNTING
TX016409,DUPLICATE_TRANSACTION,ACCOUNTING
TX016490,DUPLICATE_TRANSACTION,ACCOUNTING
TX016698,DUPLICATE_TRANSACTION,ACCOUNTING
TX016980,DUPLICATE_TRANSACTION,ACCOUNTING
TX017147,DUPLICATE_TRANSACTION,ACCOUNTING
TX017376,DUPLICATE_TRANSACTION,ACCOUNTING
TX017409,DUPLICATE_TRANSACTION,ACCOUNTING
TX017505,DUPLICATE_TRANSACTION,ACCOUNTING
TX017602,DUPLICATE_TRANSACTION,ACCOUNTING
TX017774,DUPLICATE_TRANSACTION,ACCOUNTING
TX018451,DUPLICATE_TRANSACTION,ACCOUNTING
TX018742,DUPLICATE_TRANSACTION,ACCOUNTING
TX018911,DUPLICATE_TRANSACTION,ACCOUNTING
TX019013,DUPLICATE_TRANSACTION,ACCOUNTING
TX019307,DUPLICATE_TRANSACTION,ACCOUNTING
TX019444,DUPLICATE_TRANSACTION,ACCOUNTING
TX019601,DUPLICATE_TRANSACTION,ACCOUNTING
TX019686,DUPLICATE_TRANSACTION,ACCOUNTING
TX019688,DUPLICATE_TRANSACTION,ACCOUNTING
TX019904,DUPLICATE_TRANSACTION,ACCOUNTING
TX020463,DUPLICATE_TRANSACTION,ACCOUNTING
TX020502,DUPLICATE_TRANSACTION,ACCOUNTING
TX020730,DUPLICATE_TRANSACTION,ACCOUNTING
TX020933,DUPLICATE_TRANSACTION,ACCOUNTING
TX021011,DUPLICATE_TRANSACTION,ACCOUNTING
TX021083,DUPLICATE_TRANSACTION,ACCOUNTING
TX021118,DUPLICATE_TRANSACTION,ACCOUNTING
TX021247,DUPLICATE_TRANSACTION,ACCOUNTING
TX021262,DUPLICATE_TRANSACTION,ACCOUNTING
TX021302,DUPLICATE_TRANSACTION,ACCOUNTING
TX021359,DUPLICATE_TRANSACTION,ACCOUNTING
TX021845,DUPLICATE_TRANSACTION,ACCOUNTING
TX022106,DUPLICATE_TRANSACTION,ACCOUNTING
TX022198,DUPLICATE_TRANSACTION,ACCOUNTING
TX022235,DUPLICATE_TRANSACTION,ACCOUNTING
TX022281,DUPLICATE_TRANSACTION,ACCOUNTING
TX022307,DUPLICATE_TRANSACTION,ACCOUNTING
TX022492,DUPLICATE_TRANSACTION,ACCOUNTING
TX022517,DUPLICATE_TRANSACTION,ACCOUNTING
TX022581,DUPLICATE_TRANSACTION,ACCOUNTING
TX022689,DUPLICATE_TRANSACTION,ACCOUNTING
TX022722,DUPLICATE_TRANSACTION,ACCOUNTING
TX022741,DUPLICATE_TRANSACTION,ACCOUNTING
TX022847,DUPLICATE_TRANSACTION,ACCOUNTING
TX022935,DUPLICATE_TRANSACTION,ACCOUNTING
TX023173,DUPLICATE_TRANSACTION,ACCOUNTING
TX023179,DUPLICATE_TRANSACTION,ACCOUNTING
TX023333,DUPLICATE_TRANSACTION,ACCOUNTING
TX023551,DUPLICATE_TRANSACTION,ACCOUNTING
TX023717,DUPLICATE_TRANSACTION,ACCOUNTING
TX024653,DUPLICATE_TRANSACTION,ACCOUNTING
TX024709,DUPLICATE_TRANSACTION,ACCOUNTING
TX025225,DUPLICATE_TRANSACTION,ACCOUNTING
TX025293,DUPLICATE_TRANSACTION,ACCOUNTING
TX025710,DUPLICATE_TRANSACTION,ACCOUNTING
TX025763,DUPLICATE_TRANSACTION,ACCOUNTING
TX025808,DUPLICATE_TRANSACTION,ACCOUNTING
TX025874,DUPLICATE_TRANSACTION,ACCOUNTING
TX026111,DUPLICATE_TRANSACTION,ACCOUNTING
TX026114,DUPLICATE_TRANSACTION,ACCOUNTING
TX026135,DUPLICATE_TRANSACTION,ACCOUNTING
TX026237,DUPLICATE_TRANSACTION,ACCOUNTING
TX026291,DUPLICATE_TRANSACTION,ACCOUNTING
TX026514,DUPLICATE_TRANSACTION,ACCOUNTING
TX026555,DUPLICATE_TRANSACTION,ACCOUNTING
TX026709,DUPLICATE_TRANSACTION,ACCOUNTING
TX026839,DUPLICATE_TRANSACTION,ACCOUNTING
TX027042,DUPLICATE_TRANSACTION,ACCOUNTING
TX027078,DUPLICATE_TRANSACTION,ACCOUNTING
TX027387,DUPLICATE_TRANSACTION,ACCOUNTING
TX027509,DUPLICATE_TRANSACTION,ACCOUNTING
TX027646,DUPLICATE_TRANSACTION,ACCOUNTING
TX027664,DUPLICATE_TRANSACTION,ACCOUNTING
TX027682,DUPLICATE_TRANSACTION,ACCOUNTING
TX027819,DUPLICATE_TRANSACTION,ACCOUNTING
TX028046,DUPLICATE_TRANSACTION,ACCOUNTING
TX028067,DUPLICATE_TRANSACTION,ACCOUNTING
TX028071,DUPLICATE_TRANSACTION,ACCOUNTING
TX028343,DUPLICATE_TRANSACTION,ACCOUNTING
TX028406,DUPLICATE_TRANSACTION,ACCOUNTING
TX028539,DUPLICATE_TRANSACTION,ACCOUNTING
TX028580,DUPLICATE_TRANSACTION,ACCOUNTING
TX028852,DUPLICATE_TRANSACTION,ACCOUNTING
TX029426,DUPLICATE_TRANSACTION,ACCOUNTING
TX030066,DUPLICATE_TRANSACTION,ACCOUNTING
TX030710,DUPLICATE_TRANSACTION,ACCOUNTING
TX030733,DUPLICATE_TRANSACTION,ACCOUNTING
TX030775,DUPLICATE_TRANSACTION,ACCOUNTING
TX030816,DUPLICATE_TRANSACTION,ACCOUNTING
TX031012,DUPLICATE_TRANSACTION,ACCOUNTING
TX031059,DUPLICATE_TRANSACTION,ACCOUNTING
TX031280,DUPLICATE_TRANSACTION,ACCOUNTING
TX031511,DUPLICATE_TRANSACTION,ACCOUNTING
TX031963,DUPLICATE_TRANSACTION,ACCOUNTING
TX032146,DUPLICATE_TRANSACTION,ACCOUNTING
TX032165,DUPLICATE_TRANSACTION,ACCOUNTING
TX033025,DUPLICATE_TRANSACTION,ACCOUNTING
TX033232,DUPLICATE_TRANSACTION,ACCOUNTING
TX034061,DUPLICATE_TRANSACTION,ACCOUNTING
TX034226,DUPLICATE_TRANSACTION,ACCOUNTING
TX034246,DUPLICATE_TRANSACTION,ACCOUNTING
TX034317,DUPLICATE_TRANSACTION,ACCOUNTING
TX034700,DUPLICATE_TRANSACTION,ACCOUNTING
TX034756,DUPLICATE_TRANSACTION,ACCOUNTING
TX034780,DUPLICATE_TRANSACTION,ACCOUNTING
TX034855,DUPLICATE_TRANSACTION,ACCOUNTING
TX034945,DUPLICATE_TRANSACTION,ACCOUNTING
TX035176,DUPLICATE_TRANSACTION,ACCOUNTING
TX035181,DUPLICATE_TRANSACTION,ACCOUNTING
TX035306,DUPLICATE_TRANSACTION,ACCOUNTING
TX035520,DUPLICATE_TRANSACTION,ACCOUNTING
TX035572,DUPLICATE_TRANSACTION,ACCOUNTING
TX035611,DUPLICATE_TRANSACTION,ACCOUNTING
TX035969,DUPLICATE_TRANSACTION,ACCOUNTING
TX036195,DUPLICATE_TRANSACTION,ACCOUNTING
TX036285,DUPLICATE_TRANSACTION,ACCOUNTING
TX036601,DUPLICATE_TRANSACTION,ACCOUNTING
TX036625,DUPLICATE_TRANSACTION,ACCOUNTING
TX036854,DUPLICATE_TRANSACTION,ACCOUNTING
TX037013,DUPLICATE_TRANSACTION,ACCOUNTING
TX037179,DUPLICATE_TRANSACTION,ACCOUNTING
TX037253,DUPLICATE_TRANSACTION,ACCOUNTING
TX037337,DUPLICATE_TRANSACTION,ACCOUNTING
TX037398,DUPLICATE_TRANSACTION,ACCOUNTING
TX037455,DUPLICATE_TRANSACTION,ACCOUNTING
TX037514,DUPLICATE_TRANSACTION,ACCOUNTING
TX037522,DUPLICATE_TRANSACTION,ACCOUNTING
TX037596,DUPLICATE_TRANSACTION,ACCOUNTING
TX037614,DUPLICATE_TRANSACTION,ACCOUNTING
TX037834,DUPLICATE_TRANSACTION,ACCOUNTING
TX037882,DUPLICATE_TRANSACTION,ACCOUNTING
TX037931,DUPLICATE_TRANSACTION,ACCOUNTING
TX038100,DUPLICATE_TRANSACTION,ACCOUNTING
TX038215,DUPLICATE_TRANSACTION,ACCOUNTING
TX038391,DUPLICATE_TRANSACTION,ACCOUNTING
TX038510,DUPLICATE_TRANSACTION,ACCOUNTING
TX038799,DUPLICATE_TRANSACTION,ACCOUNTING
TX039090,DUPLICATE_TRANSACTION,ACCOUNTING
TX039461,DUPLICATE_TRANSACTION,ACCOUNTING
TX039699,DUPLICATE_TRANSACTION,ACCOUNTING
TX039782,DUPLICATE_TRANSACTION,ACCOUNTING
TX039903,DUPLICATE_TRANSACTION,ACCOUNTING
TX039934,DUPLICATE_TRANSACTION,ACCOUNTING
TX040061,DUPLICATE_TRANSACTION,ACCOUNTING
TX040471,DUPLICATE_TRANSACTION,ACCOUNTING
TX040754,DUPLICATE_TRANSACTION,ACCOUNTING
TX041164,DUPLICATE_TRANSACTION,ACCOUNTING
TX041209,DUPLICATE_TRANSACTION,ACCOUNTING
TX041541,DUPLICATE_TRANSACTION,ACCOUNTING
TX041555,DUPLICATE_TRANSACTION,ACCOUNTING
TX041966,DUPLICATE_TRANSACTION,ACCOUNTING
TX042138,DUPLICATE_TRANSACTION,ACCOUNTING
TX042865,DUPLICATE_TRANSACTION,ACCOUNTING
TX043151,DUPLICATE_TRANSACTION,ACCOUNTING
TX043153,DUPLICATE_TRANSACTION,ACCOUNTING
TX043467,DUPLICATE_TRANSACTION,ACCOUNTING
TX043474,DUPLICATE_TRANSACTION,ACCOUNTING
TX043712,DUPLICATE_TRANSACTION,ACCOUNTING
TX043856,DUPLICATE_TRANSACTION,ACCOUNTING
TX044016,DUPLICATE_TRANSACTION,ACCOUNTING
TX044354,DUPLICATE_TRANSACTION,ACCOUNTING
TX044526,DUPLICATE_TRANSACTION,ACCOUNTING
TX044684,DUPLICATE_TRANSACTION,ACCOUNTING
TX044866,DUPLICATE_TRANSACTION,ACCOUNTING
TX044958,DUPLICATE_TRANSACTION,ACCOUNTING
TX045109,DUPLICATE_TRANSACTION,ACCOUNTING
